text,true_label,TextBlob_label,TextBlob_score,VADER_label,VADER_score,DistilBERT (SST-2 baseline)_label,DistilBERT (SST-2 baseline)_score,Twitter-RoBERTa_label,Twitter-RoBERTa_score,Your Model (v2)_label,Your Model (v2)_score,text_type
QIWI plc declares $0.28 dividend,NEUTRAL,NEUTRAL,0.0,NEUTRAL,0.0,NEGATIVE,-0.9941670894622803,NEUTRAL,-0.8670111894607544,NEUTRAL,0.0,Finance/Stock-Domain
The burning and releasing of vast amounts of natural gas into the atmosphere in America's top shale basin is much b… https://t.co/1GTK2pVATM,NEUTRAL,POSITIVE,0.2,POSITIVE,0.5106,NEGATIVE,-0.9926121830940247,NEUTRAL,-0.5503568053245544,NEUTRAL,0.0,Complex
$SEAC $2.11 NHOD https://t.co/MNmv857Ru5,POSITIVE,NEUTRAL,0.0,NEUTRAL,0.0,NEGATIVE,-0.9971427321434021,NEUTRAL,-0.8197745084762573,NEUTRAL,0.0,Finance/Stock-Domain
@GerberKawasaki @PeteButtigieg You’re turning this tragedy into a commercial for $TSLA?  Are you fucking kidding me!  How about not letting a 13 year old drive?  🤬 🤬🤬🤬🤬🤬🤬,NEGATIVE,NEGATIVE,-0.21666666666666667,NEGATIVE,-0.7359,NEGATIVE,-0.9991758465766907,NEGATIVE,-0.9578725099563599,NEGATIVE,-0.8368615508079529,Finance/Stock-Domain
"$C, Bullish Reversal, at Support level R1 , 1 Minute, 14:21",POSITIVE,NEUTRAL,0.0,POSITIVE,0.4019,NEGATIVE,-0.9992462396621704,NEUTRAL,-0.773898720741272,NEUTRAL,0.0,Finance/Stock-Domain
"STXS target is 2.38, that sucker will give almost everything back.",NEGATIVE,NEGATIVE,-0.15,NEGATIVE,-0.5267,NEGATIVE,-0.9847538471221924,NEGATIVE,-0.6597597002983093,NEUTRAL,0.0,Complex
If $BAC doesn’t absolutely tank today it supports racism,NEGATIVE,POSITIVE,0.2,NEGATIVE,-0.3818,NEGATIVE,-0.9906559586524963,NEGATIVE,-0.9142944812774658,NEGATIVE,-0.9018414616584778,Finance/Stock-Domain
"$TWTR $FB 

https://t.co/8ZsZjeBsJk",NEUTRAL,NEUTRAL,0.0,NEUTRAL,0.0,NEGATIVE,-0.9963595271110535,NEUTRAL,-0.8346152901649475,NEUTRAL,0.0,Finance/Stock-Domain
$EEENF Anybody watching? 😉😉 🚀🚀🚀🔥🔥🔥💰💰💰✔️✔️,POSITIVE,NEUTRAL,0.0,NEGATIVE,-0.7351,NEGATIVE,-0.993812084197998,POSITIVE,0.9423664808273315,NEUTRAL,0.0,Social Media
"RT @Elontus75384446: It’s here!! $OXT to the moon 👩‍🚀🚀

$link $btc $eth $nu $algo $grt $ltc  $ren $band $cvc $dnt $fil $dash  $bat $doge $a…",POSITIVE,NEUTRAL,0.0,NEUTRAL,0.0,NEGATIVE,-0.9911372661590576,POSITIVE,0.8879168033599854,NEUTRAL,0.0,Finance/Stock-Domain
$SEAC  new alert at https://t.co/A7qrDarJHY  #stocks #daytrading  #NYSE #NASDAQ #market 359,NEUTRAL,POSITIVE,0.13636363636363635,POSITIVE,0.296,NEGATIVE,-0.9953834414482117,NEUTRAL,-0.814373254776001,NEUTRAL,0.0,Finance/Stock-Domain
BAC Will go to 12 imho,NEGATIVE,NEUTRAL,0.0,NEUTRAL,0.0,POSITIVE,0.9773402214050293,NEUTRAL,-0.9000746011734009,NEUTRAL,0.0,Simple
5 Bad Decisions That Could Cost You Money at Tax Time,NEUTRAL,NEGATIVE,-0.6999999999999998,NEGATIVE,-0.5423,NEGATIVE,-0.9996696710586548,NEGATIVE,-0.8385436534881592,NEGATIVE,-0.9479181170463562,Simple
COH worse and worse,NEGATIVE,NEGATIVE,-0.4,NEGATIVE,-0.7351,NEGATIVE,-0.9997406601905823,NEGATIVE,-0.9188488125801086,NEGATIVE,-0.9414913654327393,Simple
Fed’s Rosengren Says Pursuing 2% Inflation Could Distort Markets,NEUTRAL,NEUTRAL,0.0,NEGATIVE,-0.3182,NEGATIVE,-0.998879611492157,NEUTRAL,-0.6946302652359009,NEGATIVE,-0.9410754442214966,Finance/Stock-Domain
Spotify's More Confident Than Ever in Its Podcast Strategy,POSITIVE,POSITIVE,0.5,POSITIVE,0.5413,POSITIVE,0.9996606111526489,POSITIVE,0.8774594664573669,POSITIVE,0.9746031165122986,Simple
"Buy the dip $capc

$EEENF $FTEG $BRZL $WDLF $SBES $TGGI $INCT $PVDG $GMPW $GYST $WAFU $PVSP $RGBP $GME $MDMP $UAMM… https://t.co/X8exjiOK75",NEGATIVE,NEUTRAL,0.0,NEUTRAL,0.0,NEGATIVE,-0.9975515007972717,NEUTRAL,-0.4956701099872589,NEUTRAL,0.0,Finance/Stock-Domain
"Very high conviction in $PLTR  &amp; $TSLA. Data, robotics and AI will rule in the next decade #tesla has all 3, #palantir has 2",POSITIVE,POSITIVE,0.10400000000000001,NEUTRAL,0.0,POSITIVE,0.9917975664138794,POSITIVE,0.941505491733551,POSITIVE,0.6997602581977844,Finance/Stock-Domain
"Canaccord Genuity Increases Tesla $TSLA Price Target to $1,040.00  #stocks",POSITIVE,NEUTRAL,0.0,NEUTRAL,0.0,NEGATIVE,-0.9445948004722595,NEUTRAL,-0.6150995492935181,POSITIVE,0.9345883727073669,Finance/Stock-Domain
"3 Magnificent Mutual Funds to Maximize Your Retirement Portfolio - February 07, 2020",NEUTRAL,POSITIVE,1.0,POSITIVE,0.5994,POSITIVE,0.9997273087501526,POSITIVE,0.6566117405891418,POSITIVE,0.7903642058372498,Simple
" The history of content discovery: Portals --&gt; Search --&gt; Social --&gt; Native. If it ain't in-stream, it ain't seen
",NEUTRAL,NEUTRAL,0.03333333333333333,NEUTRAL,0.0,NEGATIVE,-0.9688071012496948,NEUTRAL,-0.8310153484344482,NEUTRAL,0.0,Complex
@cluelesstrader @sanntrades Literally only $FB so far… $GOOGL and $MSFT both rip,POSITIVE,NEUTRAL,0.0,NEUTRAL,0.0,NEGATIVE,-0.9993212223052979,NEGATIVE,-0.5224362015724182,NEGATIVE,-0.7572876214981079,Finance/Stock-Domain
"Qiagen takeover likely, just further away - Evercore",NEUTRAL,NEUTRAL,0.0,NEUTRAL,0.0,NEGATIVE,-0.9939925074577332,NEUTRAL,-0.8998903632164001,NEGATIVE,-0.6207791566848755,Simple
@unusual_whales @elonmusk @PPathole Everything is bullish for $TSLA,POSITIVE,NEUTRAL,0.0,NEUTRAL,0.0,NEGATIVE,-0.9987541437149048,POSITIVE,0.94353187084198,NEGATIVE,-0.4901982545852661,Finance/Stock-Domain
"CMG > keep these levels in mind: bounce to 284-288, followed by down leg to 238, a bounce to 254, and down leg to 212 / 202.",NEGATIVE,NEGATIVE,-0.15555555555555556,NEUTRAL,0.0,POSITIVE,0.9555934071540833,NEUTRAL,-0.950221836566925,NEGATIVE,-0.7658818364143372,Complex
"The Oxford Word of the Year 2019 is what the UN secretary-general called ""the defining issue of our time"" https://t.co/CG7TmQCOW5",NEUTRAL,NEUTRAL,0.0,NEUTRAL,0.0,POSITIVE,0.9969281554222107,NEUTRAL,-0.8186206221580505,NEUTRAL,0.0,Complex
RT @ManchesterUtd81: @EnronChairman @WillRayValentin @EnergyCynic $NOG isn't in the list cause its AAA like $CVX https://t.co/X97taAoX6i,NEUTRAL,NEUTRAL,0.0,POSITIVE,0.3612,NEGATIVE,-0.9983554482460022,NEUTRAL,-0.6654422879219055,NEGATIVE,-0.526450514793396,Finance/Stock-Domain
Thomson Resources : Becoming a substantial holder #ThomsonResources #Stock #MarketScreener https://t.co/wbm8bQsVNp https://t.co/HdE0V6lSnl,NEUTRAL,POSITIVE,0.45,POSITIVE,0.2023,NEGATIVE,-0.5031534433364868,NEUTRAL,-0.5472390651702881,NEUTRAL,0.0,Finance/Stock-Domain
Goldman expands company research as other retrench - Bloomberg,NEUTRAL,NEGATIVE,-0.125,POSITIVE,0.1027,POSITIVE,0.9955514073371887,NEUTRAL,-0.7354906797409058,NEUTRAL,0.0,Simple
$QCOM here we goooooooooo 🥰 ,POSITIVE,NEUTRAL,0.0,POSITIVE,0.8074,NEGATIVE,-0.9867750406265259,POSITIVE,0.9827858805656433,NEUTRAL,0.0,Finance/Stock-Domain
$TSLA $1.6M put sweep hitting the 5/20 contract 865 strike,NEGATIVE,NEUTRAL,0.0,NEGATIVE,-0.128,NEGATIVE,-0.9986302852630615,NEUTRAL,-0.8432450890541077,NEGATIVE,-0.85776686668396,Finance/Stock-Domain
@kofinas @TESLAcharts You are right on... besides the crypto guys being able to see through it. $TSLA bros and $BTC bros are very similar,NEUTRAL,POSITIVE,0.2619047619047619,NEUTRAL,0.0,POSITIVE,0.9980036616325378,NEUTRAL,-0.5658992528915405,NEUTRAL,0.0,Finance/Stock-Domain
The best and worst airlines and airports of 2019 https://t.co/hdvINNZQDD https://t.co/2WgaTStgA4,NEUTRAL,NEUTRAL,0.0,NEUTRAL,0.0258,NEGATIVE,-0.9976971745491028,NEGATIVE,-0.7590147852897644,NEGATIVE,-0.9461487531661987,Complex
CSCO MSH! MSH! MSH!! 21.00 c'mon mon..,POSITIVE,NEUTRAL,0.0,NEUTRAL,0.0,NEGATIVE,-0.9869092106819153,POSITIVE,0.5359261631965637,NEUTRAL,0.0,Simple
#FridayReads: Thinking about joining the remote workforce? Our own project consultant Courtney Obi shares her five… https://t.co/vTaytywtq3,NEUTRAL,POSITIVE,0.25,POSITIVE,0.296,NEGATIVE,-0.9485042095184326,NEUTRAL,-0.8150805234909058,NEUTRAL,0.0,Slang
"@reneziv @dewileth @kunaieth Gained another one!
Genesis Shards is pleased to partner with cross-chain IDO platform, Poolz.Poolz is a decentralized cross-chain IDO platform, built on top of Web 3.0 network.
A good collab? For sure😏💯💵💲🚀🔥
$GS #GenesisShards #NFTs #DeFi
",NEUTRAL,POSITIVE,0.5666666666666667,POSITIVE,0.8553,POSITIVE,0.9976097345352173,POSITIVE,0.9625169038772583,POSITIVE,0.9805412888526917,Social Media
Federal Reserve lowers community bank leverage ratio https://t.co/SXUmdUzINW https://t.co/dyT4UYvJT2,NEUTRAL,NEUTRAL,0.0,NEGATIVE,-0.128,NEGATIVE,-0.9948521256446838,NEUTRAL,-0.6595392227172852,NEUTRAL,0.0,Complex
$HYMTF - Hyundai Motor Company: Strategy 2025 Spells Success. Continue reading: https://t.co/a46z3UvdXq #markets #stocks #investing,NEUTRAL,POSITIVE,0.3,POSITIVE,0.5719,POSITIVE,0.9328737854957581,POSITIVE,0.7166100144386292,NEUTRAL,0.0,Finance/Stock-Domain
$LRCX - Lam target boosted on 'compelling' setup https://t.co/TBgKmZH6pM,POSITIVE,POSITIVE,0.3,POSITIVE,0.5267,NEGATIVE,-0.9790713787078857,POSITIVE,0.6643381118774414,NEUTRAL,0.0,Finance/Stock-Domain
"Tesla is aiming to accelerate the world to sustainable energy.. We’re aiming to accelerate your gains! When you mint GymKongz you’ll have the chance to do both by having the chance to win a Tesla! 
@Tesla
 
@elonmusk
 🦍🔥

#wentesla #GymKongz #protein #giveaway",POSITIVE,POSITIVE,1.0,POSITIVE,0.8585,POSITIVE,0.998504638671875,POSITIVE,0.9662233591079712,POSITIVE,0.9792933464050293,Social Media
"-Can the Fed fight inequality? Kashkari says yes, hires an ally
-China to raise penalties on IP theft in a trade wa… https://t.co/kCzgNSmoi2",NEUTRAL,NEUTRAL,0.0,NEUTRAL,0.0258,NEGATIVE,-0.9914100766181946,NEUTRAL,-0.7947466969490051,POSITIVE,0.7293819189071655,Complex
$BONDX: Overnight Treasury Market Summary https://t.co/QiA03kX9Us,NEUTRAL,NEUTRAL,0.0,POSITIVE,0.2023,NEGATIVE,-0.9922937154769897,NEUTRAL,-0.9189061522483826,NEUTRAL,0.0,Finance/Stock-Domain
Kylie Jenner Just Got Even Richer,NEUTRAL,NEUTRAL,0.0,POSITIVE,0.5267,POSITIVE,0.9996376037597656,POSITIVE,0.8432404398918152,POSITIVE,0.8438581228256226,Simple
"RT @SalsTradingOTC: $EEENF Looks like they need more time according to the news. Will get eaten up by longs who have buying power, and dump…",NEGATIVE,POSITIVE,0.5,POSITIVE,0.3612,NEGATIVE,-0.9997202754020691,NEGATIVE,-0.5299992561340332,NEGATIVE,-0.9365920424461365,Finance/Stock-Domain
Sylvia. Dalila. Aminata. Aurelia. Julie. French activists are plastering the names of women allegedly killed by cu… https://t.co/znH0ZDCbY8,NEUTRAL,NEUTRAL,-0.1,NEGATIVE,-0.6705,NEGATIVE,-0.993388295173645,NEUTRAL,-0.5294739603996277,NEGATIVE,-0.782788097858429,Slang
Samenvatting: Daisy wint AI Company of the Year bij de Canadese FinTech & AI Awards,NEUTRAL,NEUTRAL,0.0,POSITIVE,0.4588,POSITIVE,0.9968282580375671,NEUTRAL,-0.7668644189834595,POSITIVE,0.758367121219635,Simple
Climate change protesters disrupt D.C. rush-hour traffic https://t.co/eOOYVehEGw,NEUTRAL,NEUTRAL,0.0,NEGATIVE,-0.2263,NEGATIVE,-0.995968222618103,NEGATIVE,-0.6012324094772339,NEGATIVE,-0.92816162109375,Complex
The Best CEFs To Buy For 10% Yields In 2020,NEUTRAL,POSITIVE,1.0,POSITIVE,0.6369,POSITIVE,0.9982025623321533,POSITIVE,0.8610770106315613,POSITIVE,0.9671862125396729,Simple
"RT @jsmithxc11: $EEENF $FTXP $INND $HMBL $ILUS $INQD $WNRS $LLKKF $FTEG $AAGC

All solid today with more moves this week! 💥💥💥",POSITIVE,POSITIVE,0.3125,NEGATIVE,-0.7345,POSITIVE,0.9925466179847717,POSITIVE,0.9138714671134949,POSITIVE,0.5836789011955261,Finance/Stock-Domain
Philip Morris Forecasts Higher Profit as IQOS Sales Rise,POSITIVE,POSITIVE,0.25,POSITIVE,0.4404,POSITIVE,0.8458654284477234,POSITIVE,0.5347440242767334,POSITIVE,0.9604460597038269,Simple
"Had a great day with $eeenf and $ftxp

I took some profits to cover my costs getting in. 

Being new to trading I a… https://t.co/Hi0ypgh8lA",NEUTRAL,POSITIVE,0.4681818181818182,POSITIVE,0.7906,NEGATIVE,-0.9808804392814636,POSITIVE,0.9739164113998413,POSITIVE,0.941591739654541,Finance/Stock-Domain
"Hedge Funds Are Cashing Out Of Banc of California, Inc. (BANC)",NEGATIVE,NEUTRAL,0.0,NEUTRAL,0.0,NEGATIVE,-0.9876695275306702,NEUTRAL,-0.8838645219802856,NEUTRAL,0.0,Complex
Breaking - United $UAL suspends flights to China as coronavirus outbreak continues,NEGATIVE,NEUTRAL,0.0,POSITIVE,0.4215,NEGATIVE,-0.9992372989654541,NEGATIVE,-0.6263635754585266,NEGATIVE,-0.95633465051651,Finance/Stock-Domain
It's time to say goodbye to my insane $AMD position - sold &amp; locked-in my 700% profit. via /r/wallstreetbets #stonks #wallstreetbets ,NEGATIVE,NEGATIVE,-1.0,POSITIVE,0.0516,NEGATIVE,-0.9845213294029236,NEUTRAL,-0.5787022113800049,POSITIVE,0.5189381837844849,Finance/Stock-Domain
user: AAP This rally won't last IMO great I will sell you some AP5 430puts for 14? money where mouth is?,POSITIVE,POSITIVE,0.4,NEGATIVE,-0.5653,NEGATIVE,-0.999382495880127,NEUTRAL,-0.44520604610443115,NEGATIVE,-0.638232946395874,Simple
The moment the windows get smashed on Tesla's new cybertruck https://t.co/5kQPPbnE80 https://t.co/KwO0J3m29O,NEUTRAL,POSITIVE,0.13636363636363635,NEUTRAL,0.0,NEGATIVE,-0.9982156753540039,NEGATIVE,-0.5153103470802307,NEGATIVE,-0.7612394094467163,Complex
It’s getting ready to breakout $gyst,POSITIVE,POSITIVE,0.2,POSITIVE,0.3612,NEGATIVE,-0.9694808721542358,POSITIVE,0.5723434686660767,POSITIVE,0.9413492679595947,Finance/Stock-Domain
@davidgokhshtein #goodmorning David. $gm @gmwagmieth,NEUTRAL,NEUTRAL,0.0,NEUTRAL,0.0,POSITIVE,0.947289764881134,POSITIVE,0.9313121438026428,NEUTRAL,0.0,Finance/Stock-Domain
"$TSLA amazing today, love when they gap it up right over resistance and buyers are receptive. Classic morning rip seen $TSLA do this many times.",POSITIVE,POSITIVE,0.41047619047619044,POSITIVE,0.8402,POSITIVE,0.9995600581169128,POSITIVE,0.983343243598938,POSITIVE,0.9382590055465698,Finance/Stock-Domain
"I'm an investor in $LOW, but I have no problem saying $HD's long term outlook is as strong as its ever been IMO...",POSITIVE,POSITIVE,0.1277777777777778,POSITIVE,0.7522,POSITIVE,0.9996408224105835,POSITIVE,0.7660766839981079,NEUTRAL,0.0,Finance/Stock-Domain
$TWTR vanguard is now the largest holder of Twtr with 10.3% ️,POSITIVE,NEUTRAL,0.0,NEUTRAL,0.0,POSITIVE,0.9697911143302917,NEUTRAL,-0.5002838373184204,NEUTRAL,0.0,Finance/Stock-Domain
"Wells Fargo has faced restrictions on its balance sheet growth for more than two years, the result of widespread coâ€¦ https://t.co/QBnn2nDL2u",NEGATIVE,POSITIVE,0.5,POSITIVE,0.5574,NEGATIVE,-0.9983318448066711,NEGATIVE,-0.6937261819839478,NEGATIVE,-0.9584571719169617,Complex
Great Grandmother’s Will,NEUTRAL,POSITIVE,0.8,POSITIVE,0.6249,POSITIVE,0.9989280104637146,POSITIVE,0.859084963798523,NEUTRAL,0.0,Simple
"not sure purse is there anymore 
",NEGATIVE,NEGATIVE,-0.25,NEGATIVE,-0.2411,NEGATIVE,-0.9954328536987305,NEUTRAL,-0.6253770589828491,NEGATIVE,-0.7674226760864258,Simple
$EEENF $EEENF $EEENF HOLD ON🤯🚀 https://t.co/eYt17oWT18,POSITIVE,NEUTRAL,0.0,NEUTRAL,0.0,NEGATIVE,-0.9932054281234741,POSITIVE,0.854364275932312,NEUTRAL,0.0,Finance/Stock-Domain
"Are these 3 Top-Ranked Mutual Funds In Your Retirement Portfolio?- February 07, 2020",NEUTRAL,NEUTRAL,0.0,NEUTRAL,0.0,POSITIVE,0.9732652306556702,NEUTRAL,-0.8396921753883362,NEUTRAL,0.0,Simple
"CSN,....Descending Triangle Formation, please check any adding on position open, Akstergi .......  ",NEGATIVE,NEUTRAL,0.0,POSITIVE,0.3182,NEGATIVE,-0.9953575730323792,NEUTRAL,-0.9359349608421326,NEUTRAL,0.0,Slang
"RT @StockTwits RT @fallondpicks Breadth Consolidates: After weeks of steady gains,advances in mkt breadth slowe... http://stks.co/2TrG $QQQ",NEGATIVE,POSITIVE,0.16666666666666666,NEUTRAL,0.0,NEGATIVE,-0.9990022778511047,NEUTRAL,-0.8542390465736389,POSITIVE,0.9776062965393066,Finance/Stock-Domain
"Lots of ppl are going to get burned today! I didn't have much confidence today, hence 0 option positions. Gonna wait for the opportunities today. $ba is going to hurt some ppl this AM. GL out there!",NEGATIVE,POSITIVE,0.25,NEGATIVE,-0.2624,NEGATIVE,-0.9997650980949402,NEGATIVE,-0.8625303506851196,NEGATIVE,-0.9501497745513916,Finance/Stock-Domain
$VNDA - Vanda Pharmaceuticals (VNDA) Presents At Stifel Healthcare Conference - Slideshow. Subscribe to Seeking Alp… https://t.co/7AISZPTUE0,NEUTRAL,NEUTRAL,0.0,NEUTRAL,0.0,NEGATIVE,-0.9831022620201111,NEUTRAL,-0.8587118983268738,NEUTRAL,0.0,Finance/Stock-Domain
"JinkoSolar Holding EPS beats by $0.056, beats on revenue",POSITIVE,NEUTRAL,0.0,NEUTRAL,0.0,NEGATIVE,-0.981995701789856,POSITIVE,0.7244760990142822,NEUTRAL,0.0,Finance/Stock-Domain
$GYST Wow! This could see 1000% today. Float seems locked.,POSITIVE,POSITIVE,0.125,POSITIVE,0.6239,NEGATIVE,-0.9981449842453003,POSITIVE,0.9663306474685669,NEGATIVE,-0.656302273273468,Finance/Stock-Domain
From black swan to bubble: investors weigh coronavirus risks,NEUTRAL,NEGATIVE,-0.16666666666666666,NEGATIVE,-0.2732,NEGATIVE,-0.9596419930458069,NEUTRAL,-0.8474574089050293,NEGATIVE,-0.5808271169662476,Slang
WPI - whoopie - that's the stocks nickname,NEGATIVE,NEUTRAL,0.0,NEUTRAL,0.0,NEGATIVE,-0.9757850170135498,NEUTRAL,-0.7287172079086304,NEUTRAL,0.0,Finance/Stock-Domain
"$NERV down 72%! Overpanic, OVERSOLD!!!📈🍾💸🛒
 $AAPL $AMD $AMRN $AAL $BAC $AMZN $MSFT $BA $ABT $TSLA $X $NVDA $GE $DIS $CCL $UBER $DAL $NFLX $FB $T $F $MU $SQ $M $ZM $XOM $GILD $ROKU $UAL $JPM $ABBV $FCX $SNAP $BABA $WFC $RCL $BB $HSBC $LYG $TEVA $C $OXY $JNJ $LYFT $LK $ZM https://t.co/GwNBPlqb3j",NEGATIVE,NEGATIVE,-0.19444444444444445,NEUTRAL,0.0,NEGATIVE,-0.999119222164154,NEGATIVE,-0.515701174736023,NEGATIVE,-0.9189646244049072,Social Media
"NTSP was the big winner in the #13for2013 this week, up 25% due to buy-out.  ",POSITIVE,NEUTRAL,-0.0625,POSITIVE,0.5859,POSITIVE,0.5589762330055237,POSITIVE,0.9371656179428101,POSITIVE,0.9659714102745056,Complex
Monitor the S line/price dynamic. Stocks that closed Dec.28 with the S line in new highs be4 price. MHO TSM IPGP EQIX BC BDC ASH,POSITIVE,NEUTRAL,0.012121212121212116,POSITIVE,0.3818,NEGATIVE,-0.9952903985977173,NEUTRAL,-0.9139692187309265,NEUTRAL,0.0,Finance/Stock-Domain
Analysts question Silicon Motion's margin outlook,NEGATIVE,NEUTRAL,0.0,NEUTRAL,0.0,NEGATIVE,-0.9929121136665344,NEUTRAL,-0.7974924445152283,NEGATIVE,-0.8587678074836731,Simple
"I was looking at CS for a potential bounce play w/ AAP earnings, but imo AAP won't do 13 eps even if it does guidance will be key",NEGATIVE,NEUTRAL,0.0,POSITIVE,0.1779,NEGATIVE,-0.9984948635101318,NEUTRAL,-0.7868199944496155,NEUTRAL,0.0,Complex
$KCG bot at 2.24,POSITIVE,NEUTRAL,0.0,NEUTRAL,0.0,NEGATIVE,-0.9973716735839844,NEUTRAL,-0.8198546171188354,NEUTRAL,0.0,Finance/Stock-Domain
"$MS Hey Guys, I've made $29K with them, By their alert?? If you really want to make a huge profit on trading. Choose this professional chat
",NEUTRAL,POSITIVE,0.2333333333333333,POSITIVE,0.8102,NEGATIVE,-0.9987900853157043,POSITIVE,0.913575291633606,NEUTRAL,0.0,Finance/Stock-Domain
"RT @JohriNikhil: 3 of 8 #banks that infused confidence capital in #YesBank sold partial stakes from the ""free from lock-in"" portion at btw…",NEGATIVE,POSITIVE,0.26666666666666666,POSITIVE,0.765,POSITIVE,0.9957612156867981,NEUTRAL,-0.8936671018600464,POSITIVE,0.7688664197921753,Slang
AMZN nice intraday flag,POSITIVE,POSITIVE,0.6,POSITIVE,0.4215,POSITIVE,0.9909743666648865,POSITIVE,0.8898364901542664,POSITIVE,0.43578261137008667,Simple
YEAR IN REVIEW:  $AMZN billionaire @JeffBezos auctioned passenger ticket for inaugural @BlueOrigin flight into space #NewShepard  ,NEUTRAL,NEUTRAL,0.0,NEUTRAL,0.0,NEGATIVE,-0.9733672142028809,NEUTRAL,-0.6747643351554871,POSITIVE,0.8686652183532715,Finance/Stock-Domain
VOC from watch list added Tuesday has now run over the 50-day EMA vol increased to 86%   ,POSITIVE,NEUTRAL,0.0,POSITIVE,0.2732,NEGATIVE,-0.9915469288825989,NEUTRAL,-0.8612992763519287,POSITIVE,0.9211204648017883,Slang
I’ve lost money on every single crypto buy and have never sold.,NEGATIVE,NEUTRAL,-0.07142857142857142,NEGATIVE,-0.3182,NEGATIVE,-0.999352753162384,NEGATIVE,-0.8227805495262146,NEGATIVE,-0.9524037837982178,Slang
$AAPL Right back in ... - Buy the dips brought to you by CNBC. LOL,POSITIVE,POSITIVE,0.36190476190476195,POSITIVE,0.5473,NEGATIVE,-0.9913650751113892,NEUTRAL,-0.5807957053184509,POSITIVE,0.5947830080986023,Sarcasm
"I think there's a pretty good chance @Tesla will provide the batteries for the Crimson Solar Project that was approved by the Biden Administration today.

Quick thread on why $TSLA.

",POSITIVE,POSITIVE,0.42777777777777776,POSITIVE,0.872,NEGATIVE,-0.8248986601829529,POSITIVE,0.9206221699714661,POSITIVE,0.9600597023963928,Finance/Stock-Domain
A trade alert originally called on 7/15/2021 for $V just hit 75% profit! #RoyalMembership,NEUTRAL,POSITIVE,0.46875,POSITIVE,0.6588,NEGATIVE,-0.9988051652908325,POSITIVE,0.8331676721572876,NEGATIVE,-0.5259577035903931,Finance/Stock-Domain
NXP Semiconductors stock price target raised to $139 vs. $128 at SunTrust Robinson Humphrey,POSITIVE,NEUTRAL,0.0,NEUTRAL,0.0,NEGATIVE,-0.9945032596588135,NEUTRAL,-0.8293442130088806,NEGATIVE,-0.641749918460846,Finance/Stock-Domain
NG - traditional and AT point and figure - bullish BY signals multiyear high  ,POSITIVE,NEUTRAL,0.08,NEUTRAL,0.0,NEGATIVE,-0.9972793459892273,POSITIVE,0.5126538276672363,NEGATIVE,-0.6278643012046814,Simple
"$LYFT - Lyft Has 99 Problems, But This Ain't One. https://t.co/I9yToDTye5 #markets #stockmarket #stocks",NEUTRAL,NEUTRAL,0.0,NEGATIVE,-0.2144,NEGATIVE,-0.9974259734153748,NEGATIVE,-0.647223949432373,NEGATIVE,-0.6623965501785278,Finance/Stock-Domain
Why does ESG still invest in Amazon? $AMZN ,NEGATIVE,NEUTRAL,0.0,POSITIVE,0.1779,NEGATIVE,-0.9982227683067322,NEUTRAL,-0.7665525674819946,NEGATIVE,-0.519620418548584,Finance/Stock-Domain
Swing Trade Quick Pick: Alexion Pharmaceuticals AXN   ,NEGATIVE,POSITIVE,0.3333333333333333,NEUTRAL,0.0,POSITIVE,0.846165657043457,NEUTRAL,-0.9269059300422668,NEUTRAL,0.0,Simple
RT @ToastTradesOTC: The #OTC has been really shit lately. Short term day trades/flips have been awarding nothing. Very happy to see the sol…,NEGATIVE,POSITIVE,0.26666666666666666,NEGATIVE,-0.6379,NEGATIVE,-0.9878224730491638,NEGATIVE,-0.9336326122283936,NEGATIVE,-0.46643614768981934,Complex
"ClayTrader: * * $AAPL Video Chart 02-13-15
",NEUTRAL,NEUTRAL,0.0,NEUTRAL,0.0,NEGATIVE,-0.9950448274612427,NEUTRAL,-0.9486578106880188,NEUTRAL,0.0,Finance/Stock-Domain
"$SLW is down, but weekly $34 calls (-28.95%), .23 x .25 have 321 volume. Worth a chance here, jmho: http://stks.co/1Qfg",POSITIVE,NEUTRAL,0.07222222222222222,POSITIVE,0.5927,POSITIVE,0.9900786876678467,POSITIVE,0.578545093536377,NEGATIVE,-0.8033273220062256,Finance/Stock-Domain
"UNI🚀 These guys made an incredible INDICATOR, check it 👉 https://t.co/WVgKXnjFZT

$SNX $ZRX $NEO $LINK $WRX $ETC… https://t.co/3UXFni0ugl",POSITIVE,POSITIVE,0.9,NEUTRAL,0.0,NEGATIVE,-0.7386755347251892,POSITIVE,0.9620109796524048,NEUTRAL,0.0,Finance/Stock-Domain
$BBRY Ready for Take OFF!,POSITIVE,POSITIVE,0.25,POSITIVE,0.4199,NEGATIVE,-0.9105313420295715,POSITIVE,0.8779832720756531,POSITIVE,0.8463703989982605,Finance/Stock-Domain
will @elonmusk finish his selling anytime soon? $tsla,NEGATIVE,NEUTRAL,0.0,NEUTRAL,0.0,NEGATIVE,-0.9933667778968811,NEUTRAL,-0.9148587584495544,NEUTRAL,0.0,Finance/Stock-Domain
Entry for AT&amp;T $T ,POSITIVE,NEUTRAL,0.0,NEUTRAL,0.0,NEGATIVE,-0.8437041640281677,NEUTRAL,-0.8125993013381958,NEUTRAL,0.0,Finance/Stock-Domain
Volaris reports 18.4% growth in January traffic,POSITIVE,NEUTRAL,0.0,POSITIVE,0.3818,POSITIVE,0.9972752928733826,NEUTRAL,-0.502851665019989,POSITIVE,0.9707506895065308,Complex
